customer_id;first_name;last_name;gender;DOB;job_id;wealth_segment;deceased_indicator;owns_car;address;postcode;state;country;property_valuation
587;Adolphus;Seers;Male;1966-05-27;43;Mass Customer;N;Yes;36912 Gina Pass;2133;NSW;Australia;11
588;Gunther;Jackman;Male;1963-10-05;37;Mass Customer;N;No;86857 Hoepker Lane;4300;QLD;Australia;8
589;Duff;Anan;Male;1995-12-07;107;Mass Customer;N;Yes;8435 Arkansas Terrace;2340;NSW;Australia;4
590;Ddene;Burleton;Female;1988-09-09;356;Mass Customer;N;Yes;25 Novick Center;2010;NSW;Australia;9
591;Sydney;Endacott;Male;1974-10-02;357;Affluent Customer;N;No;0278 Elka Place;4305;QLD;Australia;4
592;Edik;Connichie;Male;1992-09-24;318;Mass Customer;N;No;067 Cottonwood Park;4340;QLD;Australia;2
593;Eugenius;Packe;Male;1984-08-07;280;Mass Customer;N;No;60010 Knutson Road;3137;Victoria;Australia;7
594;Humfrey;Frankland;Male;1980-07-22;358;Mass Customer;N;No;945 Hayes Park;2075;NSW;Australia;12
595;Nikola;Jeanon;Male;1973-05-12;359;Mass Customer;N;No;86 Huxley Parkway;3068;Victoria;Australia;8
596;Sue;Chapelhow;Female;1968-10-20;246;Affluent Customer;N;No;0 Rigney Way;2148;NSW;Australia;8
597;Cassandra;Aucoate;Female;1954-12-10;332;Mass Customer;N;No;71 Meadow Ridge Parkway;2539;NSW;Australia;11
598;Zebulen;Swadon;Male;1967-06-27;109;High Net Worth;N;No;506 Iowa Center;4580;QLD;Australia;3
599;Ernestus;Cruden;U;;42;Mass Customer;N;Yes;846 Clove Junction;4300;QLD;Australia;5
600;Duke;Allnatt;Male;1974-05-10;360;Mass Customer;N;Yes;07 Pepper Wood Way;2750;NSW;Australia;8
601;Ken;Renfree;Male;1992-12-04;56;High Net Worth;N;Yes;425 Thierer Junction;2761;NSW;Australia;8
602;Lebbie;Bruck;Female;1992-03-28;358;High Net Worth;N;Yes;876 Ridgeview Circle;2566;NSW;Australia;8
603;Alidia;Durrett;Female;1987-04-18;361;Affluent Customer;N;No;00164 Canary Drive;2041;NSW;Australia;11
604;Mella;Petrovsky;Female;1998-02-10;325;Affluent Customer;N;No;61 Talmadge Lane;4504;QLD;Australia;6
605;Bart;Creenan;Male;1972-03-26;170;Mass Customer;N;Yes;55 Birchwood Alley;2176;NSW;Australia;9
606;Filia;Rosson;Female;1989-07-16;110;Mass Customer;N;Yes;3785 Dapin Drive;2036;NSW;Australia;6
607;Adelaida;Redmond;Female;1976-08-10;198;Mass Customer;N;No;83 Ryan Hill;4551;QLD;Australia;8
608;Alisun;Heinecke;Female;1980-01-08;362;High Net Worth;N;Yes;679 Huxley Trail;2087;NSW;Australia;11
609;Margalit;Dorwood;Female;2000-11-06;363;Mass Customer;N;No;2 Hoffman Way;2212;NSW;Australia;9
610;Hyatt;Craine;Male;1958-03-16;364;Mass Customer;N;Yes;786 Rowland Court;2035;NSW;Australia;11
611;Otto;Huriche;Male;1986-12-20;365;Mass Customer;N;Yes;375 Drewry Alley;4120;QLD;Australia;9
612;Grange;Skillington;Male;1962-01-12;366;Mass Customer;N;No;608 Basil Alley;2306;NSW;Australia;4
613;Carolann;O'Hallagan;Female;1989-11-14;367;High Net Worth;N;No;9 Schmedeman Hill;4075;QLD;Australia;7
614;Nonnah;Johns;Female;1995-09-12;54;Mass Customer;N;Yes;95022 Roth Terrace;3975;Victoria;Australia;7
615;Rebeca;Martonfi;Female;1956-05-11;305;Mass Customer;N;No;66897 Pawling Circle;2066;NSW;Australia;9
616;Perl;Bysaker;Female;1995-07-13;69;High Net Worth;N;No;1 Thackeray Crossing;4114;QLD;Australia;3
617;Idell;Cole;Female;1960-08-01;368;Mass Customer;N;No;363 Schiller Court;2763;NSW;Australia;7
618;Lucho;Mitie;Male;1962-04-05;170;Affluent Customer;N;Yes;1923 Fisk Lane;4341;QLD;Australia;3
619;Finn;Dahlman;Male;1977-08-14;315;Mass Customer;N;No;4 Loeprich Avenue;4022;QLD;Australia;3
620;Willy;Langley;Female;1973-03-26;212;Mass Customer;N;Yes;575 Prentice Road;2168;NSW;Australia;8
621;Constantin;Giacobbo;Male;1964-11-29;369;High Net Worth;N;No;8 Melrose Road;4116;QLD;Australia;7
622;Arri;Lamden;Male;1968-10-18;7;Mass Customer;N;No;226 Rowland Street;4178;QLD;Australia;7
623;Hazel;Brokenshire;Male;1988-04-23;370;High Net Worth;N;No;6 Springs Junction;4123;QLD;Australia;5
624;Winny;Girtin;Male;1976-01-13;371;Mass Customer;N;Yes;4744 Garrison Drive;4132;QLD;Australia;4
625;Abra;Probets;Female;1974-11-27;37;High Net Worth;N;Yes;64 Nelson Drive;4820;QLD;Australia;1
626;Albrecht;Forty;Male;1992-11-24;19;Mass Customer;N;No;87 Linden Park;2153;NSW;Australia;10
627;Shanta;Knill;Female;1970-09-24;22;High Net Worth;N;No;329 Glacier Hill Alley;3076;Victoria;Australia;8
628;Mallissa;Gillespie;Female;1981-10-24;165;Mass Customer;N;No;725 Cordelia Junction;3028;Victoria;Australia;8
629;Basil;Brellin;Male;1960-12-06;110;High Net Worth;N;No;32 Cody Place;4035;QLD;Australia;8
630;D'arcy;Rowden;Male;1986-08-11;372;Affluent Customer;N;Yes;04 Namekagon Pass;2326;NSW;Australia;3
631;Ortensia;Dronsfield;Female;1966-09-14;373;Affluent Customer;N;No;165 Petterle Place;2145;NSW;Australia;8
632;Angeli;O'Hegertie;Male;1998-04-26;139;Mass Customer;N;No;8 Golf Drive;2747;NSW;Australia;9
633;Alair;Hopkins;Male;1986-03-12;374;High Net Worth;N;Yes;9427 Tennyson Plaza;2759;NSW;Australia;8
634;Melonie;Zisneros;Female;1978-01-30;375;Mass Customer;N;No;8300 Vermont Center;3429;Victoria;Australia;6
635;Joelle;Prior;Female;1976-09-25;376;Mass Customer;N;Yes;44 Upham Crossing;2148;NSW;Australia;7
636;Alejandrina;Canavan;Female;1971-09-02;377;Mass Customer;N;No;18 Forest Avenue;2204;NSW;Australia;9
637;Mercy;Wilsone;Female;1976-09-23;378;High Net Worth;N;No;049 Michigan Parkway;3337;Victoria;Australia;6
638;Joey;Ledram;Male;1967-04-29;54;High Net Worth;N;No;831 Hayes Park;4218;QLD;Australia;8
639;Mayor;Ismay;Male;1974-06-03;12;Mass Customer;N;No;491 Merry Crossing;3011;Victoria;Australia;4
640;Galvin;O'Keenan;Male;1975-07-12;130;High Net Worth;N;Yes;598 Randy Way;2380;NSW;Australia;1
641;Foster;Haysar;Male;1974-11-21;379;Affluent Customer;N;No;5873 Hagan Park;3015;Victoria;Australia;10
642;Les;Mines;Male;1972-12-19;380;Mass Customer;N;No;3 Erie Hill;3564;Victoria;Australia;2
643;Carolee;Butters;Female;1982-12-29;37;Mass Customer;N;Yes;678 Old Gate Pass;3171;Victoria;Australia;9
644;Tomlin;Hastwall;Male;1999-12-22;106;Affluent Customer;N;No;9 Mayfield Road;4551;QLD;Australia;7
645;Randolf;Durant;Male;1971-04-01;73;High Net Worth;N;No;41759 Crowley Circle;2560;NSW;Australia;8
646;Rowena;Parchment;Female;1973-07-22;381;Affluent Customer;N;No;9892 Dennis Alley;2565;NSW;Australia;7
647;Stanislas;Baildon;Male;1957-01-23;211;Mass Customer;N;Yes;58729 Moland Trail;2035;NSW;Australia;12
648;Gardiner;Nutley;Male;1978-06-04;382;Mass Customer;N;Yes;36360 Coleman Trail;3850;Victoria;Australia;3
649;Krissie;Dinan;Female;1974-12-07;100;Mass Customer;N;Yes;67 Aberg Hill;2519;NSW;Australia;4
650;Matthew;Petschelt;Male;1977-10-24;383;Mass Customer;N;No;88 La Follette Way;2166;NSW;Australia;8
651;Minni;Deegin;Female;1973-10-24;384;Affluent Customer;N;No;2884 Welch Lane;3807;Victoria;Australia;8
652;Edee;Stoker;Female;1996-11-24;385;High Net Worth;N;Yes;60 Meadow Vale Hill;3032;Victoria;Australia;5
653;Maxy;Hurles;Male;1968-01-28;386;Affluent Customer;N;Yes;9912 Eagle Crest Lane;4800;QLD;Australia;7
654;Noelani;Andreuzzi;Female;1993-05-19;63;Affluent Customer;N;No;355 Thackeray Circle;3025;Victoria;Australia;9
655;Stuart;Gebhardt;Male;1974-11-25;387;Affluent Customer;N;Yes;56 Anniversary Avenue;2121;NSW;Australia;12
656;Marty;Lebreton;Female;1978-11-17;388;High Net Worth;N;Yes;14 Autumn Leaf Avenue;2570;NSW;Australia;10
657;Hoyt;;Male;1993-02-18;389;Affluent Customer;N;No;30274 Graedel Way;2577;NSW;Australia;7
658;Donn;Bonnell;Male;1944-01-24;171;Affluent Customer;N;Yes;74013 Mesta Terrace;3084;Victoria;Australia;9
659;Natalee;Stringman;Female;1979-10-09;7;Affluent Customer;N;Yes;15 Lindbergh Center;2199;NSW;Australia;9
660;Stormi;;Female;1995-07-29;19;High Net Worth;N;No;3 Corscot Hill;4870;QLD;Australia;5
661;Cinderella;Haslen;Female;1988-05-07;390;High Net Worth;N;No;77006 Nelson Point;4171;QLD;Australia;10
662;Bonnibelle;Imos;Female;1967-07-04;110;Mass Customer;N;Yes;25 Mesta Plaza;3975;Victoria;Australia;8
663;Massimo;Seymour;Male;1997-07-17;50;Affluent Customer;N;Yes;1349 Namekagon Crossing;2134;NSW;Australia;12
664;Mathe;Scatcher;Male;1994-10-05;26;High Net Worth;N;No;186 Shasta Avenue;2066;NSW;Australia;9
665;Chan;Kirckman;Male;1997-04-19;391;Mass Customer;N;No;48 Warbler Road;4053;QLD;Australia;7
666;Anselma;Ricardon;Female;1983-11-01;35;High Net Worth;N;Yes;756 Farragut Place;4740;QLD;Australia;2
667;Nicoline;Samwayes;Female;1994-03-19;38;High Net Worth;N;Yes;197 Mifflin Hill;2260;NSW;Australia;10
668;Ebony;Threadgall;Female;1966-08-26;152;Mass Customer;N;No;618 Independence Pass;2800;NSW;Australia;1
669;Fleur;Whittlesea;Female;1980-11-02;392;Mass Customer;N;No;2836 Morning Drive;2304;NSW;Australia;7
670;Janifer;Pountain;Female;1992-11-09;393;Affluent Customer;N;No;8 Lawn Hill;3752;Victoria;Australia;7
671;Aristotle;Vanni;Male;1984-07-25;243;Mass Customer;N;No;99 Cascade Crossing;2048;NSW;Australia;12
672;Kleon;Pallatina;Male;1977-01-12;394;High Net Worth;N;No;4 Sunfield Circle;2194;NSW;Australia;8
673;Artie;Ommanney;Male;1975-06-27;206;Mass Customer;N;Yes;5 Lyons Alley;2216;NSW;Australia;10
674;Dalila;Rosel;Female;1954-08-22;395;Mass Customer;N;No;96910 Sugar Point;4352;QLD;Australia;7
675;Sharl;Wiggin;Female;1976-12-19;396;Mass Customer;N;Yes;558 Maple Court;2557;NSW;Australia;9
676;Curtis;;Male;1968-05-19;5;High Net Worth;N;Yes;9114 Union Center;2209;NSW;Australia;7
677;El;Toupe;Male;1997-07-28;36;Mass Customer;N;No;76 Hanson Junction;2147;NSW;Australia;9
678;Ambur;Symcoxe;Female;1995-08-31;346;High Net Worth;N;No;3 Sheridan Park;2548;NSW;Australia;8
679;Yolande;Whild;Female;1974-10-21;43;Mass Customer;N;No;40545 Forster Point;2262;NSW;Australia;7
680;Gay;Pickersgill;U;;4;High Net Worth;N;Yes;8425 Jackson Terrace;2763;NSW;Australia;9
681;Jobyna;Elgey;Female;1978-09-18;298;Mass Customer;N;Yes;39035 Westerfield Plaza;2463;NSW;Australia;4
682;Ole;Euplate;Male;1971-03-16;397;Affluent Customer;N;Yes;8234 Riverside Park;2481;NSW;Australia;9
683;Brennan;Gagen;Male;1962-05-16;54;Mass Customer;N;Yes;4535 Daystar Parkway;2072;NSW;Australia;12
684;Malvin;;Male;1987-07-03;226;Mass Customer;N;No;95 Fallview Avenue;3155;Victoria;Australia;8
685;Booth;Birkin;U;;398;Mass Customer;N;No;75826 Bellgrove Trail;3095;Victoria;Australia;10
686;Hallie;Le feaver;Female;1954-07-17;399;High Net Worth;N;Yes;64080 Susan Park;4207;QLD;Australia;7
687;Welby;Ninnotti;Male;1959-02-10;400;High Net Worth;N;Yes;8179 Veith Pass;2577;NSW;Australia;7
688;Baron;Bullus;Male;1969-02-15;152;High Net Worth;N;No;5 Maple Parkway;2160;NSW;Australia;9
689;Hamnet;Berford;Male;1966-05-19;401;High Net Worth;N;Yes;0 Carey Drive;4110;QLD;Australia;4
690;Lindsey;;Male;1987-03-27;402;Affluent Customer;N;Yes;1 Moose Avenue;2017;NSW;Australia;8
691;Carver;Carwardine;Male;1954-08-25;7;Affluent Customer;N;Yes;02 Bartelt Center;2745;NSW;Australia;8
692;Goraud;Ayling;Male;1987-12-25;403;Mass Customer;N;No;0650 Sachs Circle;2769;NSW;Australia;10
693;Bambi;Hebblethwaite;Female;1970-10-27;7;Affluent Customer;N;Yes;16420 Veith Crossing;4214;QLD;Australia;7
694;Lilith;Lanning;Female;1968-12-28;404;Mass Customer;N;No;81310 Charing Cross Plaza;3805;Victoria;Australia;7
695;Kevan;Kubal;Male;1977-11-30;405;High Net Worth;N;No;37430 Merrick Center;2770;NSW;Australia;6
696;Arch;Gaitskill;Male;1966-02-06;406;Affluent Customer;N;Yes;6046 Sheridan Way;2322;NSW;Australia;3
697;Weston;Brokenshaw;Male;1986-11-29;407;Mass Customer;N;No;537 Packers Street;4562;QLD;Australia;5
698;Ellette;Fahy;Female;1996-07-20;381;High Net Worth;N;Yes;6 Briar Crest Court;2117;NSW;Australia;12
699;Mirabella;Richter;Female;1972-08-04;408;Affluent Customer;N;Yes;4 Lillian Plaza;2283;NSW;Australia;6
700;Josias;Mulliner;Male;1990-02-20;7;Mass Customer;N;No;70836 Colorado Plaza;2571;NSW;Australia;11
701;Ransell;Ruler;Male;1956-05-01;39;Mass Customer;N;Yes;15 Emmet Street;2233;NSW;Australia;10
702;Zorina;Bosomworth;Female;1960-02-09;409;Mass Customer;N;No;8 Dottie Court;3480;Victoria;Australia;1
703;Ethelda;;Female;1966-10-31;11;Mass Customer;N;No;520 Stephen Pass;3011;Victoria;Australia;9
704;Lindsay;Acaster;Female;1998-12-08;26;Mass Customer;N;No;18939 Upham Hill;3551;Victoria;Australia;3
705;Eddie;Yekel;Male;1964-01-16;410;High Net Worth;N;No;4222 Porter Lane;3136;Victoria;Australia;9
706;Kane;Gaffer;Male;1990-01-06;411;High Net Worth;N;Yes;1721 Nobel Junction;2753;NSW;Australia;8
707;Homere;Rounds;Male;1973-07-23;208;Mass Customer;N;Yes;30550 Pierstorff Lane;3093;Victoria;Australia;7
708;Idalina;Wilcot;Female;1987-02-15;412;Mass Customer;N;Yes;6 Morning Drive;2232;NSW;Australia;9
709;Holly;Cavil;Female;1979-12-11;413;Mass Customer;N;Yes;646 Mariners Cove Place;3023;Victoria;Australia;6
710;Benton;Oakly;Male;1970-03-01;200;High Net Worth;N;Yes;51 Londonderry Trail;2153;NSW;Australia;10
711;Audrey;Vickerman;Female;1972-03-03;22;Affluent Customer;N;No;4086 Darwin Terrace;2176;NSW;Australia;9
712;Norine;Antonik;Female;1961-05-20;4;Mass Customer;N;No;4033 Hermina Road;2304;NSW;Australia;7
713;Adena;Northedge;Female;1994-09-26;409;Mass Customer;N;Yes;37 Banding Avenue;2567;NSW;Australia;9
714;Burtie;Scintsbury;Male;1964-07-13;54;High Net Worth;N;Yes;8080 Victoria Plaza;4217;QLD;Australia;11
715;Royal;Shinn;Male;1968-09-07;126;Mass Customer;N;No;14254 Hallows Parkway;4615;QLD;Australia;1
716;Trescha;Preshous;Female;1979-11-09;35;Mass Customer;N;No;78 Glacier Hill Drive;2026;NSW;Australia;10
717;Basilius;Spieck;Male;1976-11-20;298;Mass Customer;N;Yes;6 Fulton Road;3174;Victoria;Australia;8
718;Cathe;Lorriman;Female;1978-02-18;219;Mass Customer;N;Yes;76 Londonderry Park;2777;NSW;Australia;9
719;Pattin;Weathey;Male;1953-12-30;111;Mass Customer;N;No;68861 School Hill;2199;NSW;Australia;9
720;Darrel;Canet;Male;1931-10-23;320;Affluent Customer;N;No;09 Bartelt Lane;2190;NSW;Australia;8
721;Harmonia;Cornock;Female;1993-08-09;414;Affluent Customer;N;Yes;29639 Porter Center;4221;QLD;Australia;8
722;Stewart;Brosoli;Male;1956-03-17;415;Mass Customer;N;No;5811 Moulton Drive;2766;NSW;Australia;8
723;Madelina;Marte;Female;1963-08-20;39;Mass Customer;N;Yes;80027 Ryan Terrace;3551;Victoria;Australia;3
724;Heinrik;Norcock;Male;1975-08-05;416;Mass Customer;N;Yes;8 Kingsford Hill;3429;Victoria;Australia;6
725;Gage;Crossan;Male;1965-08-27;238;High Net Worth;N;Yes;8044 Emmet Hill;3150;Victoria;Australia;9
726;Norma;Blackbourn;Female;1978-02-10;33;Mass Customer;N;Yes;2249 Havey Hill;3183;Victoria;Australia;10
727;Lenci;Duerden;Male;1978-10-10;144;Mass Customer;N;No;1855 Stang Terrace;2145;NSW;Australia;9
728;Winthrop;Corser;Male;1956-10-03;83;Mass Customer;N;Yes;2 Riverside Trail;2154;NSW;Australia;11
729;Ammamaria;Standbridge;Female;1973-10-23;123;Affluent Customer;N;No;98 Esker Junction;2192;NSW;Australia;10
730;Robb;Poll;Male;1968-07-25;417;Mass Customer;N;No;9984 Pankratz Road;2145;NSW;Australia;10
731;Lorenza;Cawthorne;Female;1969-12-04;22;Mass Customer;N;No;324 Mifflin Road;2290;NSW;Australia;7
732;Bonita;Gethins;Female;1967-01-21;165;Mass Customer;N;No;2726 Cardinal Way;3073;Victoria;Australia;5
733;Ham;Mayoh;Male;1973-11-30;54;Mass Customer;N;No;3 Talisman Place;4811;QLD;Australia;2
734;Leicester;Fynes;Male;1980-07-06;232;Affluent Customer;N;No;282 West Trail;4005;QLD;Australia;5
735;Khalil;Pennings;Male;1965-04-20;418;Mass Customer;N;Yes;08260 Jay Court;3191;Victoria;Australia;11
736;Sansone;Eastcourt;Male;1974-05-24;151;High Net Worth;N;No;12 6th Hill;4810;QLD;Australia;2
737;Sisely;Oppy;Female;1983-07-11;369;Mass Customer;N;No;0297 Merchant Avenue;4121;QLD;Australia;9
738;Bunnie;Whines;Female;1984-12-08;243;Mass Customer;N;Yes;1 Monica Street;2100;NSW;Australia;9
739;Arnie;Zorn;Male;1964-12-13;144;Mass Customer;N;No;0272 Pankratz Hill;2031;NSW;Australia;10
740;Farr;Butterick;Male;1994-08-18;7;Affluent Customer;N;No;2 North Crossing;3111;Victoria;Australia;11
741;Cristionna;Mapes;Female;1979-02-15;22;Mass Customer;N;No;345 Dovetail Avenue;4305;QLD;Australia;5
742;Dexter;Robelin;Male;1966-04-24;114;Mass Customer;N;No;2826 Huxley Center;3137;Victoria;Australia;8
743;Pattin;Morican;Male;1981-04-06;83;Mass Customer;N;Yes;61043 Summer Ridge Junction;2229;NSW;Australia;11
744;Heinrik;;Male;1977-08-30;101;Affluent Customer;N;Yes;56045 Express Avenue;2176;NSW;Australia;9
745;Dotty;Maylott;Female;1978-03-22;54;Mass Customer;N;Yes;760 Forest Dale Place;3068;Victoria;Australia;12
746;Aldo;Waistall;Male;1964-07-29;419;Affluent Customer;N;Yes;99 Wayridge Place;2263;NSW;Australia;8
747;Eula;Bruni;Female;1978-04-24;218;Mass Customer;N;No;5 Dahle Trail;2117;NSW;Australia;10
748;Linet;Postill;Female;1981-04-21;359;High Net Worth;N;No;62215 Delaware Plaza;4118;QLD;Australia;3
749;Andreas;Cosin;Male;1972-08-01;420;Mass Customer;N;No;37 Dorton Street;2594;NSW;Australia;3
750;Izaak;Gisborne;Male;1995-04-08;421;Affluent Customer;N;Yes;00 Evergreen Center;3850;VIC;Australia;4
751;Amie;Dufty;Female;2001-10-31;422;Affluent Customer;N;No;80 Maple Avenue;2536;NSW;Australia;4
752;Kalil;Palombi;Male;1961-06-27;423;High Net Worth;N;No;43 Jana Way;3750;VIC;Australia;7
753;Josy;St. Quentin;Female;1970-03-07;39;Affluent Customer;Y;Yes;195 Knutson Place;4019;QLD;Australia;8
754;Patsy;Beefon;Female;1979-07-28;42;Mass Customer;N;No;9 Melby Park;2197;NSW;Australia;10
755;Baily;Imison;Male;1993-07-13;36;Mass Customer;N;No;4 Vahlen Junction;2227;NSW;Australia;10
756;Carin;Lauthian;Female;1974-09-25;249;Mass Customer;N;Yes;6330 Monica Way;2540;NSW;Australia;9
757;Kinsley;Klimus;Male;1977-05-13;316;Mass Customer;N;No;7101 Gulseth Hill;2293;NSW;Australia;9
758;Teena;Birrel;Female;1967-04-07;54;High Net Worth;N;Yes;983 2nd Road;2560;NSW;Australia;8
759;Mitchel;Schimek;Male;1963-04-18;172;High Net Worth;N;No;08 Vidon Center;2143;NSW;Australia;5
760;Shamus;Fyndon;Male;1978-03-02;402;Mass Customer;N;Yes;36 Helena Drive;4305;QLD;Australia;1
761;Vaughan;McCromley;Male;1977-11-27;424;Affluent Customer;N;Yes;20554 Orin Place;3630;VIC;Australia;1
762;Kerwin;Jossel;Male;1980-03-06;321;Mass Customer;N;Yes;3903 Messerschmidt Park;2164;NSW;Australia;8
763;Benita;Cuffley;Female;1987-11-05;249;Affluent Customer;N;No;64 Muir Lane;2148;NSW;Australia;8
764;Samuel;Stiff;Male;1977-03-16;316;Mass Customer;N;Yes;06495 Swallow Terrace;2759;NSW;Australia;9
765;Valeria;Chazette;Female;1984-08-31;6;Affluent Customer;N;No;033 Loftsgordon Center;2150;NSW;Australia;8
766;Nonna;Hun;Female;1975-04-22;6;Mass Customer;N;Yes;80 Scofield Alley;3121;VIC;Australia;10
767;Gustav;Kos;Male;1955-12-16;425;High Net Worth;N;No;64 Milwaukee Pass;4350;QLD;Australia;4
768;Alexia;Wolford;Female;1974-01-14;426;Affluent Customer;N;Yes;50851 Vahlen Avenue;2567;NSW;Australia;7
769;Cameron;Letherbury;Male;1961-12-28;348;Mass Customer;N;No;88 Bay Drive;4305;QLD;Australia;3
770;Zara;Maccaddie;Female;1984-02-05;427;High Net Worth;N;Yes;0 Thompson Road;3183;VIC;Australia;8
771;Lammond;MacGeffen;Male;1964-03-12;22;Affluent Customer;N;Yes;99 Elka Street;4350;QLD;Australia;4
772;Lorianna;Vidyapin;Female;1998-12-26;428;Mass Customer;N;No;2699 Crest Line Way;4869;QLD;Australia;4
773;Robbie;Handaside;Male;1985-02-12;7;Affluent Customer;N;Yes;6 Melody Trail;2145;NSW;Australia;9
774;Phelia;Perotti;Female;1998-11-27;227;High Net Worth;N;No;90 New Castle Trail;2137;NSW;Australia;9
775;Nikita;Kilby;Male;1982-09-21;429;Affluent Customer;N;No;2570 Wayridge Park;2093;NSW;Australia;9
776;Stanley;Seven;Male;1980-09-24;212;High Net Worth;N;No;70 Old Gate Street;2354;NSW;Australia;3
777;Wolfgang;Tarrier;Male;1993-01-09;49;High Net Worth;N;No;3 Magdeline Terrace;2190;NSW;Australia;10
778;Stacy;Pozzi;Male;1976-11-17;96;High Net Worth;N;No;36744 Birchwood Center;4019;QLD;Australia;3
779;Maddy;Larrat;Female;1992-02-10;430;High Net Worth;N;No;68 Chinook Street;4814;QLD;Australia;2
780;Kim;;Female;1973-10-12;141;Mass Customer;N;No;0 Valley Edge Plaza;3201;VIC;Australia;6
781;Elvis;O'Leagham;Male;1958-11-15;30;Mass Customer;N;No;8 Starling Trail;2282;NSW;Australia;8
782;Bevvy;Siegertsz;Female;1976-08-29;19;Mass Customer;N;No;3 Crest Line Plaza;2223;NSW;Australia;10
783;Rudd;Strangeways;Male;1985-07-25;194;Affluent Customer;N;No;0601 Stephen Place;2292;NSW;Australia;7
784;Frederik;Duckett;Male;1977-01-24;431;High Net Worth;N;Yes;00 Mockingbird Junction;2141;NSW;Australia;9
785;Anthea;Guesford;Female;1979-08-26;96;Mass Customer;N;Yes;37817 Burning Wood Circle;2126;NSW;Australia;11
786;Francklin;Ubanks;Male;1985-02-14;7;Affluent Customer;N;No;02353 Kropf Lane;3046;VIC;Australia;9
787;Norma;Batrim;Female;1996-12-15;6;Affluent Customer;N;Yes;79 Arkansas Drive;3008;VIC;Australia;10
788;Gregg;Townsend;Male;1964-07-01;35;Mass Customer;N;No;4085 Jackson Hill;2830;NSW;Australia;7
789;Gabrielle;Giraudot;Female;1978-04-28;19;Affluent Customer;N;Yes;57 Gulseth Terrace;2099;NSW;Australia;10
790;Yvonne;;Female;1968-03-24;5;Affluent Customer;N;No;52737 Morningstar Crossing;2250;NSW;Australia;3
791;Tootsie;Hurt;Female;1968-09-29;432;Mass Customer;N;Yes;866 Rockefeller Junction;2171;NSW;Australia;9
792;Mitch;Rains;Male;1975-11-19;148;High Net Worth;N;Yes;414 Kensington Lane;3076;VIC;Australia;8
793;Kissie;Delong;Female;1989-01-30;165;High Net Worth;N;Yes;81 Holy Cross Alley;2077;NSW;Australia;8
794;Scott;Ommundsen;Male;1955-05-12;107;Affluent Customer;N;Yes;1 Loomis Parkway;3156;VIC;Australia;9
795;Cassy;Awdry;Female;1973-08-20;316;High Net Worth;N;No;572 Brown Circle;2756;NSW;Australia;8
796;Ira;Lamlin;Female;1997-05-27;212;Mass Customer;N;No;92344 Oakridge Drive;4873;QLD;Australia;4
797;Meridel;Rawet;Female;1973-10-20;308;Mass Customer;N;No;1626 Dawn Street;4514;QLD;Australia;3
798;Dorita;Blackburne;Female;1988-05-20;119;High Net Worth;N;No;845 Talisman Pass;4210;QLD;Australia;7
799;Harland;Spilisy;U;;433;Mass Customer;N;Yes;1899 Manley Court;4551;QLD;Australia;7
800;Quint;Popov;Male;1978-12-31;434;Mass Customer;N;No;15067 Commercial Pass;4006;QLD;Australia;7
801;Bertram;Linn;Male;1980-10-08;435;Affluent Customer;N;No;80932 5th Street;2754;NSW;Australia;8
802;Ailyn;Carberry;Female;1986-02-20;212;Mass Customer;N;No;018 Erie Point;2767;NSW;Australia;9
803;Nina;Murcutt;Female;1999-11-11;12;High Net Worth;N;No;40402 Moulton Park;2282;NSW;Australia;8
804;Henrietta;Seater;Female;1999-06-17;436;High Net Worth;N;Yes;246 Norway Maple Trail;3810;VIC;Australia;2
805;Jorrie;Hanhardt;Female;1960-04-19;170;Mass Customer;N;No;2 Autumn Leaf Plaza;2137;NSW;Australia;8
806;Carter;Kaesmakers;Male;1992-07-28;200;Mass Customer;N;Yes;808 Starling Place;2173;NSW;Australia;9
807;Lorne;Quested;Female;1980-11-25;437;Affluent Customer;N;No;5409 Mandrake Circle;2152;NSW;Australia;10
808;Nigel;Phippard;Male;1979-11-21;35;High Net Worth;N;Yes;786 Bonner Drive;2340;NSW;Australia;4
809;Nevsa;Washtell;Female;1977-10-23;438;Mass Customer;N;No;7175 Orin Junction;2088;NSW;Australia;12
810;Fawnia;Bartrum;Female;1998-04-04;439;Mass Customer;N;Yes;8208 Lotheville Street;3805;VIC;Australia;8
811;Ive;Chapelhow;Male;1984-01-13;268;Mass Customer;N;No;25689 Eastlawn Crossing;2067;NSW;Australia;11
812;Coral;Dunkirk;Female;1989-09-22;7;Mass Customer;N;No;44 Lakewood Gardens Pass;2122;NSW;Australia;10
813;Lisette;Nesbit;Female;1962-03-21;440;Mass Customer;N;No;87 Twin Pines Plaza;3976;VIC;Australia;5
814;Raffarty;Giacomoni;Male;1959-12-23;441;Mass Customer;N;No;65 Sachtjen Park;2067;NSW;Australia;11
815;Caryn;Sampey;Female;1974-07-06;54;Mass Customer;N;Yes;84 Loomis Pass;2000;NSW;Australia;12
816;Donni;Boor;Female;1957-01-10;442;Mass Customer;N;No;58047 Westport Road;2040;NSW;Australia;12
817;Niel;Abilowitz;Male;1992-04-08;25;Mass Customer;N;Yes;59000 American Center;2530;NSW;Australia;8
818;Beverie;Bosanko;Female;1973-12-21;110;Mass Customer;N;No;659 Scofield Street;3175;VIC;Australia;5
819;Temp;Thebeau;Male;1975-07-17;273;Affluent Customer;N;Yes;388 Weeping Birch Plaza;2156;NSW;Australia;11
